"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
058346,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058347,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058351,3,,3,,86,,3,,83,,4,,83,,2,,81,,71,,191,,25,,
058352,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058353,Not Available,9,Not Available,9,81,9,Not Available,9,75,9,Not Available,9,75,9,Not Available,9,88,9,86,9,8,9,14,9,9
058354,3,,3,,86,,3,,84,,3,,81,,3,,82,,70,,218,,23,,
058355,3,,3,,87,,2,,81,,2,,70,,3,,81,,77,,326,,19,,
058360,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058361,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058363,Not Available,11,Not Available,11,80,11,Not Available,11,94,11,Not Available,11,80,11,Not Available,11,64,11,67,11,19,11,5,11,11
058365,Not Available,11,Not Available,11,86,11,Not Available,11,93,11,Not Available,11,79,11,Not Available,11,98,11,72,11,13,11,21,11,11
058366,2,,2,,82,,2,,80,,3,,75,,2,,76,,66,,221,,18,,
058367,Not Available,9,Not Available,9,79,9,Not Available,9,75,9,Not Available,9,85,9,Not Available,9,93,9,34,9,10,9,10,9,9
058368,Not Available,11,Not Available,11,71,11,Not Available,11,77,11,Not Available,11,64,11,Not Available,11,72,11,71,11,21,11,15,11,11
058370,2,,3,,86,,2,,82,,1,,62,,2,,75,,67,,244,,13,,
058374,2,,2,,81,,1,,74,,2,,69,,2,,74,,67,,100,,21,,
058375,Not Available,11,Not Available,11,94,11,Not Available,11,94,11,Not Available,11,83,11,Not Available,11,89,11,74,11,19,11,12,11,11
058376,Not Available,11,Not Available,11,84,11,Not Available,11,80,11,Not Available,11,77,11,Not Available,11,86,11,79,11,31,11,20,11,11
058377,Not Available,11,Not Available,11,81,11,Not Available,11,83,11,Not Available,11,58,11,Not Available,11,82,11,75,11,11,11,16,11,11
058378,Not Available,9,Not Available,9,99,9,Not Available,9,75,9,Not Available,9,34,9,Not Available,9,99,9,0,9,1,9,13,9,9
058379,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058381,4,11,5,11,90,11,3,11,88,11,4,11,85,11,4,11,87,11,79,11,58,11,22,11,11
058382,Not Available,11,Not Available,11,77,11,Not Available,11,74,11,Not Available,11,69,11,Not Available,11,69,11,44,11,12,11,20,11,11
058384,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058385,Not Available,11,Not Available,11,93,11,Not Available,11,92,11,Not Available,11,88,11,Not Available,11,83,11,80,11,20,11,30,11,11
058387,4,11,5,11,89,11,4,11,90,11,4,11,83,11,4,11,86,11,71,11,57,11,31,11,11
058388,2,,2,,83,,2,,78,,3,,78,,2,,76,,66,,293,,20,,
058390,Not Available,9,Not Available,9,99,9,Not Available,9,83,9,Not Available,9,100,9,Not Available,9,99,9,100,9,2,9,7,9,9
058391,Not Available,11,Not Available,11,78,11,Not Available,11,76,11,Not Available,11,78,11,Not Available,11,84,11,75,11,28,11,23,11,11
058392,2,,2,,82,,2,,80,,1,,64,,2,,80,,69,,115,,20,,
058394,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058395,Not Available,9,Not Available,9,68,9,Not Available,9,72,9,Not Available,9,97,9,Not Available,9,73,9,53,9,10,9,10,9,9
058396,Not Available,11,Not Available,11,95,11,Not Available,11,97,11,Not Available,11,78,11,Not Available,11,89,11,88,11,27,11,17,11,11
058398,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058399,Not Available,11,Not Available,11,99,11,Not Available,11,94,11,Not Available,11,97,11,Not Available,11,100,11,100,11,13,11,15,11,11
058400,Not Available,"10,11",Not Available,"10,11",89,"10,11",Not Available,"10,11",85,"10,11",Not Available,"10,11",74,"10,11",Not Available,"10,11",80,"10,11",70,"10,11",23,"10,11",15,"10,11","10,11"
058401,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058403,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058405,Not Available,11,Not Available,11,94,11,Not Available,11,83,11,Not Available,11,80,11,Not Available,11,90,11,96,11,26,11,11,11,11
058406,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058408,3,11,2,11,79,11,3,11,83,11,4,11,88,11,3,11,84,11,63,11,46,11,13,11,11
058409,Not Available,9,Not Available,9,87,9,Not Available,9,73,9,Not Available,9,65,9,Not Available,9,83,9,66,9,8,9,12,9,9
058410,Not Available,11,Not Available,11,84,11,Not Available,11,90,11,Not Available,11,84,11,Not Available,11,92,11,91,11,30,11,10,11,11
058411,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058412,Not Available,11,Not Available,11,81,11,Not Available,11,76,11,Not Available,11,77,11,Not Available,11,75,11,68,11,15,11,14,11,11
058414,Not Available,9,Not Available,9,89,9,Not Available,9,90,9,Not Available,9,83,9,Not Available,9,97,9,73,9,7,9,7,9,9
058415,3,,3,,86,,2,,81,,3,,77,,3,,85,,74,,184,,27,,
058416,Not Available,11,Not Available,11,82,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,85,11,85,11,33,11,15,11,11
058417,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058421,Not Available,11,Not Available,11,93,11,Not Available,11,96,11,Not Available,11,93,11,Not Available,11,96,11,96,11,18,11,18,11,11
058422,Not Available,11,Not Available,11,78,11,Not Available,11,73,11,Not Available,11,70,11,Not Available,11,55,11,49,11,28,11,17,11,11
058423,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058424,Not Available,11,Not Available,11,81,11,Not Available,11,70,11,Not Available,11,91,11,Not Available,11,69,11,43,11,16,11,17,11,11
058425,1,,1,,76,,1,,71,,1,,65,,1,,61,,57,,128,,19,,
058426,2,,2,,81,,2,,80,,2,,73,,2,,75,,65,,291,,20,,
058428,Not Available,9,Not Available,9,70,9,Not Available,9,71,9,Not Available,9,56,9,Not Available,9,73,9,36,9,7,9,10,9,9
058431,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058432,Not Available,9,Not Available,9,100,9,Not Available,9,90,9,Not Available,9,100,9,Not Available,9,81,9,100,9,3,9,4,9,9
058433,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,81,9,Not Available,9,100,9,100,9,7,9,9,9,9
058434,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058436,Not Available,9,Not Available,9,97,9,Not Available,9,94,9,Not Available,9,78,9,Not Available,9,91,9,66,9,8,9,24,9,9
058438,Not Available,11,Not Available,11,80,11,Not Available,11,71,11,Not Available,11,74,11,Not Available,11,55,11,49,11,11,11,14,11,11
058439,Not Available,9,Not Available,9,65,9,Not Available,9,79,9,Not Available,9,100,9,Not Available,9,54,9,56,9,2,9,7,9,9
058441,Not Available,9,Not Available,9,98,9,Not Available,9,94,9,Not Available,9,99,9,Not Available,9,97,9,87,9,7,9,8,9,9
058442,3,,3,,85,,3,,85,,4,,83,,2,,81,,75,,112,,22,,
058443,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058444,Not Available,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,91,11,Not Available,11,87,11,66,11,36,11,11,11,11
058445,2,11,2,11,79,11,2,11,77,11,3,11,81,11,2,11,74,11,75,11,69,11,10,11,11
058446,2,,2,,81,,2,,80,,1,,65,,2,,75,,70,,89,,17,,
058447,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058449,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058450,3,11,3,11,87,11,2,11,80,11,3,11,76,11,2,11,84,11,69,11,48,11,21,11,11
058451,Not Available,11,Not Available,11,72,11,Not Available,11,66,11,Not Available,11,83,11,Not Available,11,67,11,48,11,25,11,10,11,11
058452,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,70,11,Not Available,11,80,11,72,11,26,11,18,11,11
058454,Not Available,11,Not Available,11,95,11,Not Available,11,100,11,Not Available,11,100,11,Not Available,11,100,11,100,11,11,11,5,11,11
058455,Not Available,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,81,11,Not Available,11,66,11,77,11,18,11,23,11,11
058456,Not Available,9,Not Available,9,90,9,Not Available,9,90,9,Not Available,9,84,9,Not Available,9,100,9,64,9,6,9,18,9,9
058457,3,,3,,87,,2,,81,,3,,78,,2,,82,,78,,112,,17,,
058458,2,,1,,74,,1,,69,,3,,82,,1,,70,,73,,79,,14,,
058459,5,11,5,11,92,11,4,11,90,11,4,11,87,11,5,11,89,11,88,11,55,11,18,11,11
058460,Not Available,11,Not Available,11,91,11,Not Available,11,90,11,Not Available,11,77,11,Not Available,11,92,11,94,11,30,11,27,11,11
058461,Not Available,11,Not Available,11,80,11,Not Available,11,72,11,Not Available,11,81,11,Not Available,11,65,11,55,11,31,11,13,11,11
058463,Not Available,11,Not Available,11,85,11,Not Available,11,77,11,Not Available,11,81,11,Not Available,11,66,11,71,11,30,11,11,11,11
058465,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058466,Not Available,11,Not Available,11,80,11,Not Available,11,79,11,Not Available,11,72,11,Not Available,11,65,11,60,11,27,11,11,11,11
058467,Not Available,9,Not Available,9,88,9,Not Available,9,95,9,Not Available,9,71,9,Not Available,9,61,9,48,9,9,9,13,9,9
058468,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058469,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058475,Not Available,9,Not Available,9,82,9,Not Available,9,77,9,Not Available,9,83,9,Not Available,9,98,9,98,9,10,9,12,9,9
058476,Not Available,9,Not Available,9,100,9,Not Available,9,83,9,Not Available,9,100,9,Not Available,9,77,9,77,9,4,9,19,9,9
058477,Not Available,9,Not Available,9,82,9,Not Available,9,75,9,Not Available,9,74,9,Not Available,9,85,9,52,9,5,9,17,9,9
058478,Not Available,9,Not Available,9,90,9,Not Available,9,92,9,Not Available,9,83,9,Not Available,9,96,9,75,9,9,9,13,9,9
058479,Not Available,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,84,11,Not Available,11,84,11,75,11,18,11,12,11,11
058480,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058481,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058483,4,11,5,11,94,11,3,11,85,11,4,11,87,11,4,11,91,11,73,11,47,11,18,11,11
058484,Not Available,11,Not Available,11,77,11,Not Available,11,73,11,Not Available,11,84,11,Not Available,11,64,11,58,11,26,11,14,11,11
058485,Not Available,11,Not Available,11,89,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,84,11,73,11,12,11,14,11,11
058486,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058487,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058491,Not Available,11,Not Available,11,84,11,Not Available,11,72,11,Not Available,11,77,11,Not Available,11,74,11,64,11,25,11,13,11,11
058492,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058493,Not Available,11,Not Available,11,88,11,Not Available,11,82,11,Not Available,11,71,11,Not Available,11,86,11,69,11,19,11,9,11,11
058494,1,11,1,11,76,11,1,11,70,11,2,11,72,11,1,11,59,11,61,11,40,11,30,11,11
058496,2,,2,,80,,2,,79,,2,,74,,2,,72,,64,,248,,18,,
058498,4,11,4,11,92,11,4,11,89,11,4,11,83,11,4,11,89,11,86,11,57,11,20,11,11
058499,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,84,9,5,9,4,9,9
059000,1,,1,,76,,1,,71,,2,,67,,1,,71,,62,,228,,6,,
059001,Not Available,11,Not Available,11,78,11,Not Available,11,80,11,Not Available,11,86,11,Not Available,11,73,11,72,11,14,11,10,11,11
059002,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,2,9,10,9,9
059003,Not Available,11,Not Available,11,86,11,Not Available,11,83,11,Not Available,11,85,11,Not Available,11,80,11,73,11,28,11,26,11,11
059004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059006,Not Available,"9,10",Not Available,"9,10",99,"9,10",Not Available,"9,10",100,"9,10",Not Available,"9,10",29,"9,10",Not Available,"9,10",100,"9,10",100,"9,10",1,"9,10",5,"9,10","9,10"
059007,2,,2,,80,,2,,79,,1,,66,,2,,76,,64,,235,,16,,
059009,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059010,4,,4,,90,,3,,86,,3,,78,,4,,91,,87,,304,,23,,
059011,Not Available,9,Not Available,9,84,9,Not Available,9,90,9,Not Available,9,90,9,Not Available,9,97,9,62,9,10,9,10,9,9
059012,2,11,2,11,80,11,2,11,78,11,2,11,70,11,3,11,71,11,70,11,46,11,19,11,11
059013,Not Available,11,Not Available,11,92,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,68,11,84,11,20,11,13,11,11
059014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059015,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059016,3,,3,,84,,3,,81,,3,,77,,2,,79,,68,,301,,23,,
059017,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059018,Not Available,9,Not Available,9,88,9,Not Available,9,84,9,Not Available,9,79,9,Not Available,9,83,9,83,9,10,9,9,9,9
059019,Not Available,11,Not Available,11,96,11,Not Available,11,95,11,Not Available,11,91,11,Not Available,11,89,11,77,11,13,11,13,11,11
059020,3,11,2,11,82,11,3,11,83,11,3,11,79,11,2,11,74,11,68,11,65,11,20,11,11
059021,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,91,11,Not Available,11,84,11,100,11,27,11,14,11,11
059022,Not Available,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,84,11,Not Available,11,94,11,97,11,34,11,18,11,11
059023,2,,1,,75,,1,,75,,2,,69,,2,,71,,52,,118,,13,,
059025,2,,2,,84,,1,,76,,1,,66,,2,,75,,64,,70,,12,,
059026,2,11,2,11,81,11,3,11,87,11,2,11,71,11,2,11,82,11,81,11,45,11,19,11,11
059027,Not Available,11,Not Available,11,89,11,Not Available,11,81,11,Not Available,11,78,11,Not Available,11,82,11,59,11,39,11,21,11,11
059028,3,,4,,89,,4,,90,,3,,80,,2,,78,,76,,73,,18,,
059029,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059031,3,11,3,11,85,11,3,11,81,11,3,11,75,11,3,11,83,11,70,11,57,11,19,11,11
059032,Not Available,9,Not Available,9,96,9,Not Available,9,91,9,Not Available,9,84,9,Not Available,9,79,9,80,9,5,9,8,9,9
059033,3,,3,,87,,2,,84,,2,,72,,4,,89,,74,,76,,10,,
059034,Not Available,11,Not Available,11,78,11,Not Available,11,78,11,Not Available,11,93,11,Not Available,11,92,11,71,11,12,11,18,11,11
059035,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059037,Not Available,"9,10",Not Available,"9,10",58,"9,10",Not Available,"9,10",30,"9,10",Not Available,"9,10",51,"9,10",Not Available,"9,10",16,"9,10",34,"9,10",4,"9,10",8,"9,10","9,10"
059040,Not Available,9,Not Available,9,88,9,Not Available,9,88,9,Not Available,9,88,9,Not Available,9,96,9,95,9,10,9,16,9,9
059045,Not Available,9,Not Available,9,99,9,Not Available,9,96,9,Not Available,9,95,9,Not Available,9,99,9,97,9,7,9,39,9,9
059046,Not Available,"10,11",Not Available,"10,11",84,"10,11",Not Available,"10,11",90,"10,11",Not Available,"10,11",89,"10,11",Not Available,"10,11",94,"10,11",91,"10,11",23,"10,11",14,"10,11","10,11"
059048,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059049,Not Available,"10,11",Not Available,"10,11",84,"10,11",Not Available,"10,11",80,"10,11",Not Available,"10,11",79,"10,11",Not Available,"10,11",86,"10,11",68,"10,11",27,"10,11",8,"10,11","10,11"
059050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059051,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059052,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059054,Not Available,11,Not Available,11,83,11,Not Available,11,84,11,Not Available,11,80,11,Not Available,11,58,11,69,11,17,11,22,11,11
059055,2,,2,,83,,2,,79,,3,,80,,2,,78,,72,,205,,17,,
059057,2,,3,,82,,2,,82,,2,,72,,2,,71,,65,,70,,18,,
059059,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059062,3,,3,,86,,3,,83,,2,,72,,3,,83,,79,,75,,20,,
059064,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059065,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059066,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059067,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059068,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059069,Not Available,9,Not Available,9,96,9,Not Available,9,77,9,Not Available,9,69,9,Not Available,9,75,9,76,9,6,9,12,9,9
059071,3,,3,,84,,3,,82,,3,,80,,2,,77,,72,,300,,22,,
059073,2,11,3,11,82,11,2,11,76,11,2,11,70,11,2,11,76,11,67,11,64,11,19,11,11
059074,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059076,3,,2,,84,,2,,81,,3,,77,,3,,85,,70,,99,,16,,
059078,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059079,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,1,9,1,9,9
059080,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059083,Not Available,11,Not Available,11,65,11,Not Available,11,67,11,Not Available,11,87,11,Not Available,11,59,11,52,11,13,11,10,11,11
059084,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059085,1,,1,,77,,1,,72,,1,,59,,1,,70,,58,,90,,15,,
059086,Not Available,11,Not Available,11,80,11,Not Available,11,82,11,Not Available,11,80,11,Not Available,11,80,11,64,11,14,11,12,11,11
059087,Not Available,9,Not Available,9,76,9,Not Available,9,86,9,Not Available,9,93,9,Not Available,9,60,9,77,9,6,9,9,9,9
059088,Not Available,11,Not Available,11,88,11,Not Available,11,76,11,Not Available,11,67,11,Not Available,11,90,11,67,11,33,11,24,11,11
059089,3,,3,,87,,2,,84,,3,,79,,2,,83,,75,,161,,20,,
059091,Not Available,9,Not Available,9,94,9,Not Available,9,94,9,Not Available,9,64,9,Not Available,9,87,9,73,9,8,9,16,9,9
059092,Not Available,11,Not Available,11,84,11,Not Available,11,87,11,Not Available,11,98,11,Not Available,11,84,11,80,11,17,11,13,11,11
059093,Not Available,11,Not Available,11,91,11,Not Available,11,97,11,Not Available,11,97,11,Not Available,11,100,11,91,11,18,11,19,11,11
059094,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059095,Not Available,9,Not Available,9,87,9,Not Available,9,67,9,Not Available,9,62,9,Not Available,9,50,9,50,9,2,9,5,9,9
059096,Not Available,9,Not Available,9,95,9,Not Available,9,85,9,Not Available,9,79,9,Not Available,9,100,9,100,9,7,9,8,9,9
059098,Not Available,11,Not Available,11,73,11,Not Available,11,73,11,Not Available,11,79,11,Not Available,11,65,11,63,11,27,11,14,11,11
059099,Not Available,11,Not Available,11,96,11,Not Available,11,88,11,Not Available,11,83,11,Not Available,11,93,11,95,11,36,11,18,11,11
059100,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,73,9,Not Available,9,6,9,100,9,1,9,5,9,9
059101,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059102,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059103,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059104,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059105,5,11,5,11,98,11,5,11,95,11,3,11,79,11,5,11,96,11,100,11,56,11,31,11,11
059106,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059107,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059108,Not Available,11,Not Available,11,77,11,Not Available,11,71,11,Not Available,11,67,11,Not Available,11,59,11,62,11,34,11,19,11,11
059109,3,,3,,86,,3,,84,,3,,79,,3,,83,,72,,182,,26,,
059110,3,,3,,87,,3,,89,,4,,87,,2,,78,,78,,76,,39,,
059111,3,,3,,87,,3,,83,,3,,76,,3,,79,,71,,220,,22,,
